net_idx,inject_time_us,network,num_inputs
1155,23686,vgg16,6
1156,23694,alexnet,3
1157,23709,alexnet,7
1158,23711,vgg16,5
1159,23711,vgg16,6
1160,23716,resnet18,10
1161,23717,alexnet,4
1162,23719,alexnet,1
1163,23733,alexnet,10
1164,23752,alexnet,10
1165,23822,vgg16,2
1166,23843,resnet18,2
1167,23881,resnet18,1
1168,23928,vgg16,4
1169,23930,resnet18,1
1170,23934,alexnet,6
1171,23937,resnet18,1
1172,23939,vgg16,3
1173,23949,alexnet,9
1174,23966,vgg16,3
1175,23967,vgg16,6
1176,24017,alexnet,5
1177,24027,resnet18,6
1178,24048,vgg16,8
1179,24051,alexnet,4
1180,24064,resnet18,4
1181,24096,alexnet,5
1182,24099,vgg16,9
1183,24100,resnet18,1
1184,24118,vgg16,10
1185,24130,vgg16,6
1186,24145,vgg16,9
1187,24184,alexnet,5
1188,24186,vgg16,6
1189,24204,vgg16,3
1190,24214,alexnet,10
1191,24219,resnet18,4
1192,24235,vgg16,10
1193,24243,resnet18,1
1194,24311,resnet18,7
1195,24316,vgg16,9
1196,24379,alexnet,6
1197,24382,resnet18,8
1198,24401,vgg16,9
1199,24442,alexnet,1
1200,24479,vgg16,10
1201,24498,resnet18,10
1202,24564,alexnet,5
1203,24569,alexnet,4
1204,24580,resnet18,10
1205,24623,resnet18,10
1206,24651,resnet18,3
1207,24706,alexnet,3
1208,24743,vgg16,3
1209,24785,vgg16,2
1210,24808,resnet18,6
1211,24809,resnet18,8
1212,24832,resnet18,6
1213,24868,vgg16,4
1214,24888,alexnet,10
1215,24896,resnet18,4
1216,24901,resnet18,4
1217,24904,resnet18,8
1218,24928,alexnet,1
1219,24990,resnet18,5
1220,25067,alexnet,8
1221,25068,alexnet,10
1222,25091,resnet18,4
1223,25093,alexnet,9
1224,25110,resnet18,7
1225,25120,alexnet,10
1226,25134,vgg16,1
1227,25175,alexnet,4
1228,25181,resnet18,10
1229,25186,alexnet,8
1230,25231,resnet18,5
1231,25233,resnet18,6
1232,25258,resnet18,1
1233,25279,resnet18,3
1234,25280,vgg16,6
1235,25367,alexnet,9
1236,25416,vgg16,8
1237,25433,vgg16,9
1238,25448,resnet18,1
1239,25453,alexnet,7
1240,25465,resnet18,7
1241,25474,vgg16,5
1242,25500,alexnet,3
1243,25515,alexnet,2
1244,25527,resnet18,7
1245,25641,alexnet,5
1246,25660,alexnet,1
1247,25670,resnet18,6
1248,25681,alexnet,6
1249,25691,resnet18,1
1250,25699,vgg16,3
1251,25726,alexnet,1
1252,25747,resnet18,9
1253,25750,vgg16,3
1254,25751,alexnet,5
1255,25757,alexnet,8
1256,25764,alexnet,6
1257,25785,resnet18,1
1258,25847,vgg16,8
1259,25858,alexnet,9
1260,25863,resnet18,3
1261,25880,alexnet,2
1262,25883,vgg16,3
1263,25892,resnet18,5
1264,25912,alexnet,8
1265,25915,alexnet,10
1266,25917,alexnet,6
1267,25918,resnet18,5
1268,25924,alexnet,5
1269,25984,resnet18,4
1270,25986,resnet18,9
1271,26001,resnet18,7
1272,26004,resnet18,3
1273,26009,vgg16,9
1274,26048,vgg16,2
1275,26049,alexnet,3
1276,26062,alexnet,9
1277,26123,resnet18,9
1278,26142,vgg16,9
1279,26152,vgg16,1
1280,26156,resnet18,2
1281,26170,resnet18,10
1282,26181,resnet18,5
1283,26189,resnet18,3
1284,26232,resnet18,6
1285,26255,vgg16,4
1286,26262,resnet18,9
1287,26271,vgg16,5
1288,26293,vgg16,5
1289,26302,vgg16,5
1290,26347,resnet18,6
1291,26356,resnet18,5
1292,26356,vgg16,6
1293,26399,vgg16,8
1294,26399,resnet18,2
1295,26446,resnet18,3
1296,26515,alexnet,4
1297,26523,alexnet,4
1298,26569,vgg16,2
1299,26572,vgg16,6
1300,26613,vgg16,3
1301,26621,vgg16,6
1302,26624,resnet18,3
1303,26640,vgg16,3
1304,26642,resnet18,6
1305,26725,alexnet,10
1306,26728,vgg16,2
1307,26787,alexnet,7
1308,26818,vgg16,5
1309,26855,resnet18,6
1310,26882,vgg16,3
1311,26894,resnet18,8
1312,26932,resnet18,5
1313,26933,vgg16,4
1314,26954,vgg16,9
1315,26971,alexnet,7
1316,26990,resnet18,1
1317,26993,vgg16,6
1318,27000,vgg16,4
1319,27016,alexnet,2
1320,27024,resnet18,5
1321,27038,alexnet,5
1322,27071,vgg16,6
1323,27106,resnet18,6
1324,27116,alexnet,9
1325,27119,vgg16,10
1326,27128,vgg16,2
1327,27138,vgg16,1
1328,27194,resnet18,1
1329,27197,alexnet,8
1330,27200,resnet18,9
1331,27203,vgg16,2
1332,27224,vgg16,8
1333,27263,alexnet,4
1334,27281,alexnet,5
1335,27286,resnet18,10
1336,27295,vgg16,10
1337,27300,alexnet,8
1338,27301,alexnet,2
1339,27308,resnet18,6
1340,27319,resnet18,9
1341,27333,vgg16,9
1342,27338,alexnet,6
1343,27354,alexnet,5
1344,27366,resnet18,2
1345,27367,vgg16,5
1346,27369,alexnet,6
1347,27411,resnet18,3
1348,27420,resnet18,4
1349,27433,resnet18,8
1350,27450,resnet18,7
1351,27471,vgg16,10
1352,27488,alexnet,9
1353,27513,resnet18,7
1354,27577,vgg16,9
1355,27584,resnet18,8
1356,27587,vgg16,9
1357,27593,alexnet,8
1358,27602,alexnet,8
1359,27602,alexnet,7
1360,27615,vgg16,8
1361,27672,alexnet,7
1362,27678,alexnet,4
1363,27689,vgg16,3
1364,27699,vgg16,9
1365,27712,vgg16,7
1366,27727,alexnet,1
1367,27739,alexnet,4
1368,27740,vgg16,5
1369,27770,vgg16,5
1370,27787,resnet18,3
1371,27817,alexnet,5
1372,27819,resnet18,8
1373,27826,vgg16,7
1374,27844,resnet18,2
1375,27876,vgg16,4
1376,27876,vgg16,1
1377,27879,resnet18,4
1378,27911,resnet18,2
1379,27936,vgg16,6
1380,27974,resnet18,6
1381,27989,resnet18,8
1382,28028,alexnet,4
1383,28106,alexnet,4
1384,28114,resnet18,2
1385,28139,vgg16,7
1386,28149,vgg16,5
1387,28182,vgg16,7
1388,28204,alexnet,3
1389,28209,resnet18,4
1390,28230,resnet18,8
1391,28244,resnet18,7
1392,28271,vgg16,10
1393,28317,resnet18,5
1394,28328,alexnet,6
1395,28345,resnet18,6
1396,28363,resnet18,1
1397,28395,vgg16,5
1398,28409,alexnet,2
1399,28412,alexnet,10
1400,28431,alexnet,1
1401,28454,resnet18,9
1402,28468,resnet18,8
1403,28473,resnet18,10
1404,28497,vgg16,5
1405,28546,vgg16,8
1406,28583,alexnet,8
1407,28601,vgg16,5
1408,28619,vgg16,2
1409,28629,resnet18,5
1410,28675,alexnet,3
1411,28677,alexnet,5
1412,28687,resnet18,10
1413,28696,vgg16,4
1414,28711,resnet18,7
1415,28796,resnet18,5
1416,28853,alexnet,4
1417,28860,resnet18,2
1418,28871,vgg16,3
1419,28902,resnet18,3
1420,28921,resnet18,5
1421,28930,vgg16,8
1422,28974,resnet18,4
1423,28978,vgg16,5
1424,29011,vgg16,1
1425,29031,vgg16,5
1426,29112,resnet18,9
1427,29128,resnet18,5
1428,29140,resnet18,3
1429,29146,resnet18,7
1430,29161,alexnet,7
1431,29318,vgg16,10
1432,29328,alexnet,5
1433,29331,vgg16,8
1434,29364,alexnet,2
1435,29366,alexnet,5
1436,29415,alexnet,6
1437,29434,alexnet,3
1438,29436,vgg16,5
1439,29443,alexnet,1
1440,29457,alexnet,1
1441,29461,vgg16,2
1442,29464,resnet18,1
1443,29473,vgg16,4
1444,29514,resnet18,9
1445,29549,alexnet,4
1446,29559,vgg16,8
1447,29595,resnet18,7
1448,29615,resnet18,7
1449,29631,vgg16,9
1450,29652,alexnet,7
1451,29690,alexnet,6
1452,29697,vgg16,7
1453,29705,resnet18,5
1454,29717,vgg16,4
1455,29723,resnet18,9
1456,29735,alexnet,5
1457,29749,resnet18,9
1458,29750,vgg16,7
1459,29753,vgg16,5
1460,29762,resnet18,4
1461,29768,resnet18,5
1462,29790,resnet18,10
1463,29796,alexnet,1
1464,29813,vgg16,6
1465,29819,vgg16,10
1466,29821,vgg16,2
1467,29833,alexnet,7
1468,29845,resnet18,3
1469,29910,resnet18,7
1470,29910,alexnet,5
1471,29913,vgg16,1
1472,29983,resnet18,5
1473,30005,vgg16,6
1474,30012,resnet18,5
1475,30019,vgg16,9
1476,30040,vgg16,4
1477,30041,resnet18,10
1478,30045,alexnet,6
1479,30054,alexnet,3
1480,30054,alexnet,2
1481,30062,alexnet,2
1482,30075,resnet18,5
1483,30086,alexnet,5
1484,30118,alexnet,8
1485,30130,vgg16,4
1486,30153,resnet18,9
1487,30207,vgg16,8
1488,30245,resnet18,7
1489,30252,vgg16,2
1490,30285,vgg16,4
1491,30312,vgg16,2
1492,30313,resnet18,4
1493,30337,vgg16,9
1494,30345,vgg16,5
1495,30352,vgg16,8
1496,30365,alexnet,6
1497,30374,resnet18,9
1498,30375,alexnet,4
1499,30379,vgg16,9
1500,30395,resnet18,8
1501,30406,vgg16,3
1502,30407,alexnet,1
1503,30409,alexnet,7
1504,30420,alexnet,10
1505,30421,resnet18,7
1506,30442,alexnet,8
1507,30451,resnet18,1
1508,30470,resnet18,8
1509,30474,resnet18,10
1510,30498,resnet18,3
1511,30515,alexnet,10
1512,30537,vgg16,1
1513,30565,vgg16,3
1514,30603,alexnet,2
1515,30643,alexnet,2
1516,30656,vgg16,3
1517,30706,resnet18,1
1518,30743,resnet18,9
1519,30743,resnet18,2
1520,30759,vgg16,2
1521,30765,resnet18,4
1522,30787,vgg16,8
1523,30789,alexnet,9
1524,30806,resnet18,1
1525,30890,resnet18,2
1526,30930,vgg16,9
1527,31003,vgg16,3
1528,31025,resnet18,2
1529,31052,alexnet,3
1530,31057,vgg16,2
1531,31104,resnet18,6
1532,31105,alexnet,7
1533,31108,resnet18,2
1534,31130,alexnet,10
1535,31145,resnet18,6
1536,31181,vgg16,2
1537,31217,alexnet,7
1538,31269,alexnet,7
1539,31270,resnet18,6
1540,31277,alexnet,10
1541,31278,resnet18,5
1542,31329,resnet18,2
1543,31336,vgg16,5
1544,31341,resnet18,4
1545,31348,vgg16,5
1546,31374,vgg16,9
1547,31434,vgg16,3
1548,31503,alexnet,2
1549,31576,vgg16,6
1550,31601,alexnet,7
1551,31602,alexnet,10
1552,31646,vgg16,1
1553,31673,vgg16,1
1554,31703,resnet18,9
1555,31741,vgg16,9
1556,31746,resnet18,10
1557,31750,alexnet,1
1558,31781,resnet18,9
1559,31794,alexnet,4
1560,31797,vgg16,4
1561,31818,resnet18,7
1562,31822,vgg16,7
1563,31828,vgg16,4
1564,31850,resnet18,7
1565,31862,resnet18,3
1566,31924,vgg16,5
1567,31958,resnet18,7
1568,31963,vgg16,6
1569,32038,vgg16,2
1570,32043,resnet18,8
1571,32059,vgg16,10
1572,32069,resnet18,5
1573,32078,alexnet,10
1574,32115,resnet18,1
1575,32115,alexnet,5
1576,32182,vgg16,10
1577,32190,vgg16,6
1578,32198,resnet18,2
1579,32273,alexnet,5
1580,32286,alexnet,6
1581,32368,alexnet,1
1582,32378,resnet18,9
1583,32412,alexnet,9
1584,32426,resnet18,4
1585,32427,vgg16,7
1586,32442,resnet18,7
1587,32458,alexnet,3
1588,32478,vgg16,3
1589,32479,resnet18,9
1590,32485,vgg16,3
1591,32515,vgg16,7
1592,32552,vgg16,4
1593,32598,vgg16,1
1594,32598,vgg16,6
1595,32624,vgg16,9
1596,32657,alexnet,7
1597,32669,vgg16,4
1598,32671,alexnet,10
1599,32678,alexnet,7
1600,32686,alexnet,4
1601,32711,vgg16,4
1602,32719,vgg16,8
1603,32721,resnet18,2
1604,32745,alexnet,1
1605,32767,alexnet,2
1606,32774,vgg16,1
1607,32796,alexnet,7
1608,32815,vgg16,4
1609,32828,vgg16,4
1610,32841,vgg16,3
1611,32882,vgg16,7
1612,32886,resnet18,6
1613,32896,vgg16,9
1614,32924,alexnet,6
1615,32975,vgg16,9
1616,33000,vgg16,6
1617,33018,vgg16,9
1618,33044,vgg16,5
1619,33191,alexnet,5
1620,33200,vgg16,3
1621,33231,alexnet,1
1622,33316,resnet18,1
1623,33365,alexnet,10
1624,33368,vgg16,8
1625,33377,vgg16,5
1626,33385,vgg16,1
1627,33426,vgg16,5
1628,33479,resnet18,5
1629,33506,alexnet,2
1630,33576,alexnet,7
1631,33597,resnet18,1
1632,33633,alexnet,8
1633,33703,alexnet,5
1634,33731,vgg16,7
1635,33745,resnet18,2
1636,33754,resnet18,9
1637,33771,resnet18,5
1638,33825,alexnet,3
1639,33826,vgg16,8
1640,33828,alexnet,6
1641,33848,alexnet,9
1642,33860,alexnet,9
1643,33880,alexnet,5
1644,33893,vgg16,1
1645,33915,alexnet,8
1646,33920,resnet18,1
1647,33924,vgg16,9
1648,33948,alexnet,6
1649,33950,alexnet,10
1650,33969,alexnet,4
1651,33980,vgg16,3
1652,33986,resnet18,10
1653,34027,vgg16,10
1654,34034,resnet18,9
1655,34040,resnet18,1
1656,34041,resnet18,7
1657,34072,resnet18,1
1658,34084,vgg16,2
1659,34087,vgg16,7
1660,34112,resnet18,4
1661,34135,resnet18,8
1662,34145,resnet18,10
1663,34173,alexnet,2
1664,34183,alexnet,8
1665,34196,vgg16,7
1666,34216,vgg16,10
1667,34238,vgg16,7
1668,34241,alexnet,2
1669,34253,resnet18,1
1670,34438,resnet18,3
1671,34461,resnet18,9
1672,34541,vgg16,1
1673,34548,vgg16,8
1674,34567,alexnet,9
1675,34573,alexnet,6
1676,34576,resnet18,1
1677,34658,alexnet,4
1678,34673,alexnet,6
1679,34694,alexnet,4
1680,34709,resnet18,2
1681,34714,vgg16,1
1682,34747,alexnet,2
1683,34756,resnet18,8
1684,34793,vgg16,7
1685,34831,resnet18,2
1686,34850,vgg16,4
1687,34878,vgg16,7
1688,34883,alexnet,4
1689,34898,alexnet,7
1690,34926,alexnet,4
1691,34934,alexnet,1
1692,34940,resnet18,8
1693,34976,vgg16,3
1694,35004,resnet18,1
1695,35005,resnet18,5
1696,35006,alexnet,10
1697,35034,vgg16,7
1698,35049,alexnet,10
1699,35054,vgg16,2
1700,35071,vgg16,3
1701,35077,alexnet,10
1702,35116,vgg16,5
1703,35130,vgg16,5
1704,35141,vgg16,2
1705,35149,alexnet,5
1706,35154,resnet18,7
1707,35169,resnet18,10
1708,35192,alexnet,9
1709,35197,alexnet,10
1710,35198,alexnet,5
1711,35205,alexnet,1
1712,35205,resnet18,7
1713,35229,alexnet,4
1714,35263,vgg16,7
1715,35278,vgg16,2
1716,35280,alexnet,7
1717,35309,alexnet,1
1718,35321,alexnet,8
1719,35332,alexnet,9
1720,35351,resnet18,2
1721,35384,vgg16,2
1722,35392,resnet18,4
1723,35403,resnet18,9
1724,35415,resnet18,10
1725,35481,vgg16,7
1726,35490,vgg16,7
1727,35491,resnet18,10
1728,35502,resnet18,8
1729,35515,vgg16,7
1730,35536,alexnet,2
1731,35538,resnet18,2
1732,35545,resnet18,8
1733,35568,resnet18,1
1734,35638,vgg16,3
1735,35675,vgg16,7
1736,35755,alexnet,7
1737,35845,vgg16,8
1738,35845,vgg16,7
1739,35846,alexnet,6
1740,35853,vgg16,6
1741,35880,resnet18,1
1742,35880,vgg16,7
1743,35886,resnet18,8
1744,35935,resnet18,5
1745,35942,resnet18,4
1746,35955,alexnet,3
1747,35971,alexnet,3
1748,36031,resnet18,8
1749,36033,vgg16,6
1750,36050,resnet18,5
1751,36054,alexnet,2
1752,36121,vgg16,10
1753,36130,alexnet,8
1754,36146,alexnet,7
1755,36164,resnet18,8
1756,36167,vgg16,6
1757,36181,vgg16,2
1758,36188,resnet18,3
1759,36206,resnet18,9
1760,36207,vgg16,4
1761,36222,vgg16,7
1762,36226,alexnet,10
1763,36239,resnet18,7
1764,36259,alexnet,1
1765,36272,vgg16,9
1766,36299,resnet18,5
1767,36362,alexnet,3
1768,36365,vgg16,5
1769,36367,alexnet,2
1770,36379,alexnet,6
1771,36394,resnet18,3
1772,36409,alexnet,7
1773,36416,resnet18,10
1774,36457,vgg16,2
1775,36467,resnet18,2
1776,36509,vgg16,3
1777,36526,alexnet,4
1778,36530,alexnet,10
1779,36548,resnet18,4
1780,36587,resnet18,10
1781,36608,vgg16,8
1782,36624,alexnet,10
1783,36639,alexnet,1
1784,36675,vgg16,4
1785,36733,resnet18,7
1786,36739,alexnet,3
1787,36807,vgg16,9
1788,36823,vgg16,8
1789,36854,alexnet,10
1790,36865,vgg16,2
1791,36903,resnet18,7
1792,36913,alexnet,6
1793,36913,alexnet,2
1794,36927,resnet18,5
1795,36968,resnet18,5
1796,36978,resnet18,6
1797,36992,vgg16,5
1798,37031,vgg16,9
1799,37048,alexnet,6
1800,37050,alexnet,5
1801,37145,vgg16,9
1802,37174,alexnet,7
1803,37229,resnet18,3
1804,37230,alexnet,10
1805,37239,resnet18,7
1806,37241,resnet18,7
1807,37245,vgg16,9
1808,37248,alexnet,10
1809,37268,vgg16,4
1810,37270,vgg16,4
1811,37301,vgg16,2
1812,37319,vgg16,1
1813,37323,resnet18,3
1814,37327,vgg16,9
1815,37328,vgg16,8
1816,37374,vgg16,8
1817,37401,resnet18,10
1818,37434,resnet18,10
1819,37445,resnet18,3
1820,37497,alexnet,3
1821,37503,vgg16,8
1822,37519,vgg16,4
1823,37532,vgg16,7
1824,37558,resnet18,5
1825,37580,vgg16,10
1826,37617,vgg16,3
1827,37623,resnet18,6
1828,37623,vgg16,5
1829,37629,alexnet,1
1830,37660,resnet18,8
1831,37669,alexnet,4
1832,37696,resnet18,5
1833,37700,alexnet,2
1834,37706,vgg16,6
1835,37750,alexnet,5
1836,37767,vgg16,7
1837,37781,vgg16,5
1838,37802,alexnet,3
1839,37807,alexnet,9
1840,37840,resnet18,6
1841,37875,resnet18,7
1842,37902,resnet18,7
1843,37912,alexnet,10
1844,37995,alexnet,10
1845,38037,alexnet,4
1846,38052,resnet18,2
1847,38056,alexnet,4
1848,38093,alexnet,5
1849,38101,vgg16,2
1850,38106,alexnet,3
1851,38223,vgg16,10
1852,38239,alexnet,10
1853,38244,resnet18,8
1854,38248,vgg16,1
1855,38294,vgg16,9
1856,38346,vgg16,7
1857,38400,resnet18,10
1858,38402,resnet18,10
1859,38413,alexnet,7
1860,38420,vgg16,6
1861,38434,alexnet,7
1862,38489,vgg16,10
1863,38494,resnet18,2
1864,38516,vgg16,5
1865,38616,alexnet,7
1866,38619,resnet18,4
1867,38641,vgg16,1
1868,38650,alexnet,10
1869,38681,alexnet,9
1870,38701,resnet18,8
1871,38705,vgg16,9
1872,38715,vgg16,6
1873,38716,vgg16,5
1874,38729,resnet18,7
1875,38758,alexnet,4
1876,38762,resnet18,8
1877,38762,alexnet,7
1878,38763,alexnet,4
1879,38807,alexnet,6
1880,38822,resnet18,9
1881,38827,resnet18,9
1882,38842,resnet18,3
1883,38882,resnet18,5
1884,38891,vgg16,5
1885,38939,alexnet,6
1886,38962,resnet18,9
1887,38981,vgg16,1
1888,39003,vgg16,1
1889,39046,vgg16,6
1890,39075,vgg16,8
1891,39098,alexnet,3
1892,39102,resnet18,5
1893,39122,vgg16,4
1894,39133,vgg16,8
1895,39139,resnet18,2
1896,39150,resnet18,5
1897,39183,alexnet,2
1898,39209,alexnet,5
1899,39210,vgg16,1
1900,39274,alexnet,3
1901,39285,vgg16,9
1902,39298,alexnet,8
1903,39357,alexnet,4
1904,39363,vgg16,8
1905,39363,resnet18,2
1906,39442,vgg16,9
1907,39462,resnet18,9
1908,39502,alexnet,6
1909,39533,vgg16,4
1910,39534,alexnet,9
1911,39556,resnet18,6
1912,39570,resnet18,1
1913,39601,vgg16,4
1914,39603,alexnet,2
1915,39680,vgg16,9
1916,39683,resnet18,8
1917,39696,resnet18,9
1918,39739,alexnet,6
1919,39743,vgg16,1
1920,39780,vgg16,7
1921,39799,alexnet,3
1922,39803,alexnet,7
1923,39810,vgg16,10
1924,39812,resnet18,10
1925,39815,vgg16,1
1926,39827,alexnet,6
1927,39842,vgg16,4
1928,39920,resnet18,9
1929,39936,alexnet,5
1930,39963,alexnet,2
1931,39967,vgg16,8
1932,39978,resnet18,1
1933,40021,alexnet,6
1934,40039,vgg16,9
1935,40069,alexnet,8
1936,40094,resnet18,10
1937,40097,resnet18,5
1938,40115,resnet18,6
1939,40176,vgg16,7
1940,40195,vgg16,2
1941,40234,vgg16,9
1942,40295,alexnet,10
1943,40300,alexnet,3
1944,40305,alexnet,6
1945,40356,alexnet,1
1946,40360,alexnet,1
1947,40365,resnet18,4
1948,40374,vgg16,2
1949,40384,alexnet,6
1950,40405,vgg16,10
1951,40416,vgg16,7
1952,40416,vgg16,7
1953,40422,alexnet,4
1954,40439,alexnet,4
1955,40463,resnet18,10
1956,40498,resnet18,7
1957,40510,vgg16,2
1958,40510,resnet18,3
1959,40512,alexnet,2
1960,40540,alexnet,2
1961,40551,resnet18,2
1962,40553,resnet18,6
1963,40564,resnet18,8
1964,40571,vgg16,4
1965,40587,alexnet,7
1966,40594,alexnet,3
1967,40595,resnet18,8
1968,40601,alexnet,1
1969,40637,resnet18,10
1970,40645,resnet18,7
1971,40662,alexnet,10
1972,40670,vgg16,7
1973,40707,alexnet,9
1974,40724,resnet18,9
1975,40730,resnet18,8
1976,40736,vgg16,8
1977,40757,alexnet,7
1978,40767,alexnet,6
1979,40847,vgg16,4
1980,40855,vgg16,5
1981,40860,alexnet,9
1982,40861,resnet18,2
1983,40933,resnet18,5
1984,40954,resnet18,2
1985,40958,alexnet,3
1986,40979,vgg16,2
1987,40991,alexnet,5
1988,40998,resnet18,6
1989,41020,resnet18,10
1990,41025,alexnet,8
1991,41077,vgg16,10
1992,41101,alexnet,4
1993,41146,resnet18,9
1994,41193,vgg16,10
1995,41193,alexnet,3
1996,41211,vgg16,10
1997,41238,alexnet,4
1998,41255,alexnet,6
1999,41278,alexnet,4
2000,41327,resnet18,1
2001,41357,alexnet,7
2002,41404,vgg16,5
2003,41458,vgg16,10
2004,41490,resnet18,1
2005,41499,resnet18,9
2006,41521,alexnet,10
2007,41540,resnet18,10
2008,41576,alexnet,1
2009,41592,resnet18,3
2010,41602,alexnet,5
2011,41665,vgg16,1
2012,41673,resnet18,5
2013,41698,resnet18,5
2014,41718,vgg16,7
2015,41770,vgg16,3
2016,41777,vgg16,6
2017,41777,resnet18,7
2018,41874,vgg16,1
2019,41876,vgg16,4
2020,41973,vgg16,1
2021,42009,alexnet,9
2022,42050,alexnet,7
2023,42057,alexnet,10
2024,42081,resnet18,10
2025,42102,resnet18,7
2026,42117,resnet18,8
2027,42126,resnet18,5
2028,42168,alexnet,5
2029,42187,resnet18,7
2030,42196,resnet18,4
2031,42215,alexnet,6
2032,42221,vgg16,5
2033,42262,resnet18,1
2034,42333,alexnet,9
2035,42369,vgg16,9
2036,42400,resnet18,1
2037,42406,alexnet,6
2038,42408,resnet18,6
2039,42421,alexnet,8
2040,42435,alexnet,9
2041,42443,resnet18,4
2042,42462,alexnet,3
2043,42507,resnet18,10
2044,42547,vgg16,2
2045,42566,vgg16,2
2046,42569,alexnet,5
2047,42572,resnet18,6
2048,42573,vgg16,4
2049,42599,vgg16,8
2050,42616,vgg16,4
2051,42622,resnet18,4
2052,42675,resnet18,9
2053,42683,resnet18,4
2054,42697,alexnet,1
2055,42707,vgg16,7
2056,42708,vgg16,6
2057,42775,alexnet,8
2058,42841,alexnet,6
2059,42874,resnet18,9
2060,42888,vgg16,2
2061,42905,alexnet,6
2062,42908,resnet18,10
2063,42926,resnet18,9
2064,43017,alexnet,3
2065,43070,vgg16,5
2066,43071,vgg16,6
2067,43093,vgg16,9
2068,43096,resnet18,3
2069,43103,resnet18,9
2070,43133,vgg16,3
2071,43139,alexnet,2
2072,43140,vgg16,3
2073,43160,vgg16,8
2074,43224,resnet18,7
2075,43259,vgg16,7
2076,43264,vgg16,8
2077,43287,resnet18,5
2078,43374,alexnet,10
2079,43396,alexnet,6
2080,43401,vgg16,4
2081,43446,vgg16,3
2082,43471,alexnet,4
2083,43471,vgg16,4
2084,43490,vgg16,10
2085,43504,vgg16,6
2086,43529,resnet18,2
2087,43541,resnet18,7
2088,43557,vgg16,3
2089,43611,vgg16,4
2090,43651,vgg16,9
2091,43661,vgg16,6
2092,43664,alexnet,2
2093,43695,alexnet,6
2094,43695,vgg16,2
2095,43700,resnet18,4
2096,43701,alexnet,2
2097,43740,vgg16,2
2098,43783,vgg16,3
2099,43793,resnet18,9
2100,43806,resnet18,3
2101,43818,resnet18,9
2102,43890,vgg16,2
2103,43894,vgg16,10
2104,43906,alexnet,4
2105,43932,alexnet,10
2106,43940,vgg16,6
2107,43991,alexnet,10
2108,44049,alexnet,3
2109,44123,vgg16,3
2110,44123,alexnet,10
2111,44131,alexnet,10
2112,44136,alexnet,6
2113,44156,resnet18,10
2114,44181,vgg16,7
2115,44205,resnet18,1
2116,44235,resnet18,7
2117,44241,alexnet,9
2118,44266,vgg16,7
2119,44277,alexnet,4
2120,44289,resnet18,8
2121,44294,resnet18,9
2122,44299,resnet18,1
2123,44313,alexnet,6
2124,44341,resnet18,10
2125,44345,alexnet,1
2126,44348,vgg16,10
2127,44399,alexnet,5
2128,44468,vgg16,3
2129,44483,alexnet,6
2130,44517,vgg16,8
2131,44536,alexnet,9
2132,44544,vgg16,8
2133,44549,alexnet,6
2134,44557,resnet18,1
2135,44577,vgg16,8
2136,44587,alexnet,6
2137,44657,alexnet,8
2138,44696,vgg16,10
2139,44710,alexnet,4
2140,44716,vgg16,9
2141,44761,alexnet,4
2142,44767,alexnet,6
2143,44784,vgg16,10
2144,44794,resnet18,4
2145,44816,vgg16,2
2146,44818,vgg16,9
2147,44819,vgg16,10
2148,44838,alexnet,2
2149,44851,alexnet,6
2150,44852,resnet18,10
2151,44862,vgg16,4
2152,44925,alexnet,7
2153,45001,vgg16,10
2154,45028,alexnet,10
2155,45036,vgg16,9
2156,45040,alexnet,4
2157,45052,resnet18,3
2158,45093,vgg16,10
2159,45095,resnet18,6
2160,45096,vgg16,9
2161,45109,vgg16,10
2162,45125,resnet18,5
2163,45135,vgg16,6
2164,45139,vgg16,5
2165,45160,resnet18,10
2166,45168,resnet18,1
2167,45169,resnet18,1
2168,45169,alexnet,6
2169,45184,alexnet,5
2170,45185,resnet18,5
2171,45196,resnet18,3
2172,45218,resnet18,4
2173,45226,resnet18,8
2174,45236,vgg16,4
2175,45239,resnet18,10
2176,45240,alexnet,10
2177,45377,vgg16,8
2178,45378,vgg16,1
2179,45387,alexnet,10
2180,45421,alexnet,2
2181,45430,alexnet,7
2182,45527,resnet18,9
2183,45552,vgg16,8
2184,45556,resnet18,1
2185,45557,alexnet,10
2186,45579,resnet18,3
2187,45589,alexnet,2
2188,45625,vgg16,5
2189,45699,alexnet,7
2190,45736,resnet18,7
2191,45768,resnet18,2
2192,45832,vgg16,5
2193,45839,alexnet,5
2194,45840,vgg16,6
2195,45853,alexnet,4
2196,45856,alexnet,9
2197,45869,vgg16,7
2198,45897,alexnet,3
2199,45920,alexnet,7
2200,45965,resnet18,10
2201,45969,alexnet,9
2202,45972,resnet18,6
2203,45986,resnet18,7
2204,46013,alexnet,10
2205,46068,alexnet,2
2206,46068,resnet18,2
2207,46099,resnet18,4
2208,46105,vgg16,4
2209,46121,resnet18,7
2210,46148,vgg16,5
2211,46163,resnet18,2
2212,46167,resnet18,6
2213,46186,resnet18,6
2214,46210,alexnet,1
2215,46325,vgg16,2
2216,46341,alexnet,1
2217,46342,alexnet,8
2218,46345,vgg16,8
2219,46346,vgg16,1
2220,46360,resnet18,1
2221,46367,resnet18,8
2222,46368,alexnet,5
2223,46376,alexnet,10
2224,46379,resnet18,7
2225,46407,resnet18,5
2226,46409,alexnet,3
2227,46425,alexnet,5
2228,46454,vgg16,10
2229,46461,resnet18,6
