net_idx,inject_time_us,network,num_inputs
1090,10851,resnet18,7
1091,10854,resnet50,10
1092,10861,resnet50,2
1093,10861,mobilenet_v3,7
1094,10862,resnet18,7
1095,10863,resnet34,6
1096,10898,mobilenet_v3,3
1097,10907,alexnet,2
1098,10928,mobilenet_v3,8
1099,10937,mobilenet_v3,4
1100,10938,mobilenet_v3,7
1101,10953,resnet50,1
1102,10969,vgg16,1
1103,11010,resnet18,6
1104,11011,resnet18,1
1105,11020,resnet50,7
1106,11022,resnet18,9
1107,11062,resnet34,4
1108,11067,resnet34,6
1109,11069,resnet34,7
1110,11069,mobilenet_v3,4
1111,11078,vgg16,7
1112,11084,resnet50,4
1113,11088,resnet50,8
1114,11106,mobilenet_v3,5
1115,11123,mobilenet_v3,1
1116,11125,mobilenet_v3,2
1117,11127,mobilenet_v3,4
1118,11132,mobilenet_v3,2
1119,11134,resnet18,5
1120,11136,resnet50,2
1121,11143,resnet50,2
1122,11169,resnet34,10
1123,11170,resnet50,7
1124,11171,resnet34,5
1125,11179,resnet34,9
1126,11186,alexnet,9
1127,11187,resnet18,8
1128,11189,resnet50,10
1129,11217,resnet18,1
1130,11228,mobilenet_v3,4
1131,11230,resnet50,5
1132,11238,resnet50,9
1133,11252,resnet50,3
1134,11259,vgg16,2
1135,11263,mobilenet_v3,5
1136,11270,alexnet,1
1137,11271,resnet34,9
1138,11274,mobilenet_v3,5
1139,11292,alexnet,7
1140,11297,resnet50,3
1141,11314,resnet34,2
1142,11316,resnet50,6
1143,11338,mobilenet_v3,4
1144,11352,resnet18,9
1145,11362,resnet18,7
1146,11370,mobilenet_v3,2
1147,11377,vgg16,9
1148,11388,resnet34,2
1149,11388,resnet34,2
1150,11391,vgg16,6
1151,11392,resnet34,9
1152,11395,resnet50,8
1153,11409,resnet18,8
1154,11415,mobilenet_v3,2
1155,11419,alexnet,7
1156,11423,mobilenet_v3,7
1157,11424,resnet18,2
1158,11425,resnet34,4
1159,11445,alexnet,7
1160,11457,resnet34,4
1161,11463,resnet50,7
1162,11463,resnet34,9
1163,11465,resnet34,8
1164,11476,resnet50,10
1165,11487,resnet34,1
1166,11491,resnet34,6
1167,11491,resnet34,8
1168,11517,alexnet,5
1169,11520,resnet34,5
1170,11565,resnet50,9
1171,11566,vgg16,3
1172,11570,resnet34,9
1173,11570,resnet18,5
1174,11581,vgg16,3
1175,11581,resnet50,4
1176,11593,mobilenet_v3,2
1177,11609,resnet50,9
1178,11631,resnet50,2
1179,11652,resnet18,6
1180,11664,resnet18,1
1181,11664,mobilenet_v3,4
1182,11666,resnet34,6
1183,11673,mobilenet_v3,1
1184,11679,resnet34,4
1185,11679,resnet50,1
1186,11680,mobilenet_v3,1
1187,11691,mobilenet_v3,9
1188,11701,resnet34,2
1189,11709,mobilenet_v3,2
1190,11726,resnet18,10
1191,11748,mobilenet_v3,10
1192,11749,resnet18,7
1193,11752,vgg16,9
1194,11753,resnet18,2
1195,11753,mobilenet_v3,6
1196,11766,resnet18,6
1197,11791,resnet34,2
1198,11819,resnet18,8
1199,11820,mobilenet_v3,10
1200,11830,resnet18,5
1201,11831,resnet50,3
1202,11840,mobilenet_v3,2
1203,11846,vgg16,3
1204,11860,resnet18,8
1205,11865,mobilenet_v3,9
1206,11880,vgg16,8
1207,11880,alexnet,3
1208,11881,resnet50,6
1209,11883,resnet50,10
1210,11890,resnet50,5
1211,11904,resnet50,4
1212,11928,mobilenet_v3,7
1213,11929,resnet50,7
1214,11936,resnet50,7
1215,11952,resnet50,4
1216,11980,mobilenet_v3,6
1217,11992,vgg16,7
1218,11998,mobilenet_v3,6
1219,12003,vgg16,6
1220,12004,mobilenet_v3,7
1221,12007,mobilenet_v3,6
1222,12009,resnet18,5
1223,12026,resnet18,10
1224,12035,mobilenet_v3,7
1225,12045,resnet18,8
1226,12056,resnet34,5
1227,12066,alexnet,4
1228,12076,alexnet,5
1229,12161,alexnet,4
1230,12173,alexnet,2
1231,12182,mobilenet_v3,1
1232,12211,resnet18,3
1233,12220,mobilenet_v3,8
1234,12220,resnet18,1
1235,12234,resnet18,10
1236,12235,resnet34,9
1237,12251,resnet18,6
1238,12257,resnet18,7
1239,12268,resnet50,4
1240,12282,resnet34,1
1241,12283,resnet34,10
1242,12297,resnet34,8
1243,12297,resnet34,6
1244,12320,resnet50,4
1245,12321,resnet50,5
1246,12335,vgg16,4
1247,12336,resnet50,2
1248,12349,resnet50,4
1249,12351,resnet50,1
1250,12357,vgg16,5
1251,12361,resnet34,5
1252,12376,vgg16,2
1253,12387,resnet18,3
1254,12401,mobilenet_v3,4
1255,12411,resnet34,2
1256,12419,resnet34,2
1257,12428,resnet18,2
1258,12444,resnet50,1
1259,12460,resnet50,5
1260,12471,resnet50,4
1261,12471,resnet34,7
1262,12543,resnet18,9
1263,12545,resnet18,8
1264,12558,resnet50,3
1265,12564,mobilenet_v3,1
1266,12568,alexnet,1
1267,12570,resnet18,9
1268,12572,mobilenet_v3,6
1269,12574,resnet18,7
1270,12612,resnet34,3
1271,12613,resnet34,8
1272,12629,mobilenet_v3,3
1273,12636,resnet18,5
1274,12637,resnet18,7
1275,12648,mobilenet_v3,8
1276,12658,resnet34,8
1277,12665,resnet18,6
1278,12666,vgg16,8
1279,12667,resnet34,9
1280,12692,resnet34,10
1281,12694,resnet18,5
1282,12714,mobilenet_v3,6
1283,12720,mobilenet_v3,8
1284,12723,mobilenet_v3,6
1285,12725,resnet18,8
1286,12733,resnet34,2
1287,12734,resnet50,3
1288,12767,resnet50,4
1289,12768,resnet34,10
1290,12770,vgg16,6
1291,12792,mobilenet_v3,2
1292,12794,resnet18,3
1293,12798,resnet50,8
1294,12813,resnet34,9
1295,12826,resnet50,5
1296,12830,resnet50,9
1297,12850,vgg16,9
1298,12859,mobilenet_v3,2
1299,12859,resnet34,3
1300,12860,resnet18,5
1301,12865,resnet18,8
1302,12880,resnet50,3
1303,12914,mobilenet_v3,10
1304,12924,alexnet,10
1305,12948,resnet18,7
1306,12950,resnet34,2
1307,12987,alexnet,6
1308,12997,mobilenet_v3,7
1309,13008,resnet18,7
1310,13034,mobilenet_v3,6
1311,13043,resnet50,9
1312,13055,resnet18,3
1313,13066,vgg16,3
1314,13071,resnet18,6
1315,13073,vgg16,4
1316,13083,alexnet,8
1317,13089,mobilenet_v3,7
1318,13090,resnet18,2
1319,13101,resnet18,6
1320,13104,alexnet,4
1321,13129,resnet34,3
1322,13133,resnet50,9
1323,13141,alexnet,4
1324,13144,resnet34,10
1325,13158,resnet18,9
1326,13162,resnet34,1
1327,13162,resnet34,5
1328,13174,resnet18,4
1329,13174,resnet34,9
1330,13179,resnet50,9
1331,13188,alexnet,3
1332,13202,mobilenet_v3,3
1333,13203,resnet50,6
1334,13205,alexnet,5
1335,13214,resnet18,7
1336,13223,resnet50,6
1337,13239,vgg16,1
1338,13243,mobilenet_v3,2
1339,13269,alexnet,7
1340,13271,resnet50,9
1341,13294,alexnet,2
1342,13300,vgg16,2
1343,13310,resnet18,3
1344,13350,resnet18,10
1345,13354,mobilenet_v3,3
1346,13361,resnet34,9
1347,13365,resnet34,7
1348,13369,vgg16,1
1349,13380,resnet50,3
1350,13387,resnet50,5
1351,13390,alexnet,1
1352,13395,mobilenet_v3,3
1353,13397,mobilenet_v3,5
1354,13398,resnet18,9
1355,13402,mobilenet_v3,2
1356,13405,resnet50,5
1357,13408,resnet34,5
1358,13431,resnet18,7
1359,13431,resnet50,9
1360,13450,resnet18,1
1361,13479,resnet50,3
1362,13492,vgg16,2
1363,13495,mobilenet_v3,6
1364,13501,resnet18,7
1365,13503,resnet50,3
1366,13511,alexnet,5
1367,13515,mobilenet_v3,9
1368,13516,vgg16,10
1369,13524,alexnet,7
1370,13531,resnet50,7
1371,13533,vgg16,3
1372,13537,resnet50,2
1373,13540,resnet34,7
1374,13555,resnet50,4
1375,13558,resnet18,3
1376,13566,resnet50,2
1377,13569,alexnet,7
1378,13590,resnet50,8
1379,13612,vgg16,9
1380,13624,resnet50,1
1381,13627,vgg16,5
1382,13639,resnet18,4
1383,13640,resnet50,9
1384,13641,resnet50,8
1385,13643,mobilenet_v3,2
1386,13649,resnet18,7
1387,13650,mobilenet_v3,7
1388,13652,mobilenet_v3,3
1389,13671,resnet18,4
1390,13696,mobilenet_v3,3
1391,13703,resnet34,3
1392,13717,resnet50,8
1393,13737,mobilenet_v3,5
1394,13737,vgg16,5
1395,13753,resnet50,1
1396,13754,vgg16,5
1397,13791,mobilenet_v3,6
1398,13801,resnet34,1
1399,13802,resnet18,5
1400,13814,resnet18,2
1401,13822,resnet18,8
1402,13833,vgg16,4
1403,13839,mobilenet_v3,3
1404,13839,resnet18,6
1405,13850,resnet50,8
1406,13850,resnet18,2
1407,13855,alexnet,10
1408,13859,vgg16,1
1409,13864,resnet18,5
1410,13866,resnet34,2
1411,13871,alexnet,10
1412,13882,mobilenet_v3,10
1413,13884,resnet18,1
1414,13894,resnet34,8
1415,13902,mobilenet_v3,4
1416,13919,resnet34,5
1417,13925,resnet50,6
1418,13937,resnet50,9
1419,13937,resnet18,5
1420,13939,mobilenet_v3,2
1421,13941,vgg16,8
1422,13946,resnet50,2
1423,13950,resnet34,4
1424,13963,resnet18,4
1425,13967,alexnet,7
1426,13971,resnet34,3
1427,13972,mobilenet_v3,5
1428,13978,vgg16,2
1429,13987,resnet34,6
1430,13994,resnet34,3
1431,14008,resnet34,2
1432,14019,vgg16,2
1433,14026,mobilenet_v3,7
1434,14034,resnet50,10
1435,14036,resnet50,8
1436,14043,resnet18,9
1437,14049,resnet18,6
1438,14071,resnet18,9
1439,14081,resnet18,4
1440,14089,resnet18,5
1441,14108,mobilenet_v3,1
1442,14116,vgg16,3
1443,14128,vgg16,6
1444,14135,mobilenet_v3,3
1445,14136,mobilenet_v3,4
1446,14137,mobilenet_v3,5
1447,14143,resnet50,7
1448,14173,resnet18,3
1449,14173,resnet18,10
1450,14181,alexnet,10
1451,14191,resnet34,1
1452,14205,resnet18,4
1453,14209,mobilenet_v3,5
1454,14214,resnet50,2
1455,14215,resnet50,10
1456,14230,resnet34,9
1457,14251,resnet34,10
1458,14261,resnet18,1
1459,14262,resnet18,1
1460,14271,mobilenet_v3,9
1461,14277,resnet34,7
1462,14306,alexnet,10
1463,14324,resnet34,6
1464,14330,alexnet,5
1465,14339,resnet34,10
1466,14351,resnet34,9
1467,14357,resnet18,7
1468,14372,resnet34,9
1469,14391,resnet50,5
1470,14392,mobilenet_v3,6
1471,14402,mobilenet_v3,8
1472,14407,resnet18,4
1473,14410,resnet18,4
1474,14411,resnet34,1
1475,14414,mobilenet_v3,3
1476,14416,resnet34,1
1477,14426,mobilenet_v3,7
1478,14428,resnet34,3
1479,14431,resnet34,5
1480,14435,resnet50,7
1481,14440,resnet50,4
1482,14446,alexnet,3
1483,14448,resnet18,10
1484,14471,mobilenet_v3,7
1485,14500,resnet34,10
1486,14503,mobilenet_v3,3
1487,14508,mobilenet_v3,9
1488,14510,resnet34,8
1489,14526,mobilenet_v3,4
1490,14527,mobilenet_v3,8
1491,14528,resnet34,1
1492,14544,alexnet,9
1493,14545,mobilenet_v3,8
1494,14555,vgg16,7
1495,14566,resnet18,9
1496,14574,resnet50,6
1497,14586,vgg16,7
1498,14612,resnet50,8
1499,14612,resnet50,3
1500,14620,resnet34,3
1501,14621,resnet50,8
1502,14625,resnet50,2
1503,14635,alexnet,5
1504,14639,alexnet,9
1505,14641,resnet50,9
1506,14644,resnet50,7
1507,14651,vgg16,6
1508,14658,resnet50,6
1509,14662,resnet50,7
1510,14673,resnet18,4
1511,14686,resnet50,6
1512,14693,resnet50,5
1513,14707,mobilenet_v3,6
1514,14713,alexnet,1
1515,14730,resnet34,7
1516,14738,resnet34,4
1517,14745,vgg16,2
1518,14754,vgg16,7
1519,14759,resnet50,10
1520,14761,resnet34,6
1521,14767,mobilenet_v3,5
1522,14777,resnet50,4
1523,14798,resnet34,10
1524,14810,resnet50,3
1525,14823,mobilenet_v3,10
1526,14836,mobilenet_v3,3
1527,14841,resnet50,1
1528,14842,resnet18,7
1529,14844,mobilenet_v3,1
1530,14844,mobilenet_v3,10
1531,14851,resnet18,3
1532,14855,resnet50,8
1533,14872,resnet50,7
1534,14873,resnet50,1
1535,14884,alexnet,8
1536,14907,resnet18,2
1537,14910,resnet34,9
1538,14913,vgg16,4
1539,14918,mobilenet_v3,10
1540,14924,resnet50,6
1541,14925,resnet50,4
1542,14944,vgg16,10
1543,14946,resnet18,5
1544,14951,resnet34,4
1545,14981,resnet34,5
1546,14999,resnet34,5
1547,15004,resnet34,2
1548,15006,resnet50,6
1549,15025,resnet18,5
1550,15053,resnet34,7
1551,15058,mobilenet_v3,10
1552,15065,resnet50,1
1553,15067,resnet34,7
1554,15071,vgg16,6
1555,15074,vgg16,3
1556,15082,resnet50,7
1557,15082,resnet18,10
1558,15114,alexnet,9
1559,15116,mobilenet_v3,2
1560,15132,resnet18,5
1561,15137,resnet18,5
1562,15151,alexnet,4
1563,15157,resnet18,6
1564,15162,resnet34,10
1565,15168,resnet18,2
1566,15178,resnet34,5
1567,15212,alexnet,1
1568,15223,resnet18,9
1569,15233,vgg16,10
1570,15239,alexnet,8
1571,15247,alexnet,5
1572,15254,mobilenet_v3,3
1573,15266,alexnet,6
1574,15273,resnet34,4
1575,15287,alexnet,4
1576,15288,resnet50,3
1577,15294,vgg16,10
1578,15300,resnet18,8
1579,15327,alexnet,3
1580,15361,resnet34,2
1581,15383,mobilenet_v3,10
1582,15390,resnet18,10
1583,15434,resnet34,1
1584,15440,mobilenet_v3,4
1585,15447,resnet50,6
1586,15448,resnet50,7
1587,15451,mobilenet_v3,7
1588,15460,resnet18,1
1589,15461,resnet18,10
1590,15491,resnet34,5
1591,15494,resnet50,6
1592,15501,resnet18,8
1593,15502,resnet50,5
1594,15521,vgg16,9
1595,15526,mobilenet_v3,9
1596,15567,vgg16,4
1597,15576,resnet18,8
1598,15581,resnet34,10
1599,15601,resnet34,5
1600,15607,vgg16,3
1601,15610,resnet34,7
1602,15629,resnet50,9
1603,15637,resnet50,2
1604,15676,resnet34,6
1605,15678,mobilenet_v3,6
1606,15692,resnet34,5
1607,15702,alexnet,1
1608,15703,resnet50,4
1609,15724,alexnet,10
1610,15737,alexnet,4
1611,15744,resnet18,7
1612,15745,mobilenet_v3,6
1613,15772,mobilenet_v3,3
1614,15775,alexnet,3
1615,15778,resnet18,10
1616,15786,alexnet,7
1617,15790,resnet50,5
1618,15794,resnet18,4
1619,15834,resnet34,3
1620,15841,vgg16,2
1621,15867,alexnet,4
1622,15876,mobilenet_v3,1
1623,15888,resnet50,3
1624,15899,resnet34,2
1625,15923,resnet18,4
1626,15933,resnet50,3
1627,15941,vgg16,9
1628,15944,mobilenet_v3,1
1629,15944,resnet50,7
1630,15951,alexnet,10
1631,15952,resnet18,7
1632,15954,resnet18,6
1633,15965,resnet50,10
1634,15966,resnet34,8
1635,15971,resnet50,9
1636,15980,resnet50,10
1637,15985,mobilenet_v3,1
1638,16002,resnet50,1
1639,16003,resnet18,8
1640,16020,resnet18,2
1641,16025,resnet18,7
1642,16030,resnet50,10
1643,16038,resnet18,8
1644,16040,resnet50,8
1645,16045,resnet50,2
1646,16049,resnet18,2
1647,16064,resnet50,10
1648,16075,resnet18,1
1649,16087,mobilenet_v3,10
1650,16098,resnet18,8
1651,16120,alexnet,10
1652,16126,resnet18,8
1653,16128,resnet18,2
1654,16160,resnet50,1
1655,16168,resnet50,1
1656,16169,alexnet,6
1657,16186,resnet50,5
1658,16210,mobilenet_v3,10
1659,16229,mobilenet_v3,3
1660,16237,vgg16,5
1661,16242,resnet34,4
1662,16252,mobilenet_v3,6
1663,16268,resnet50,2
1664,16271,alexnet,8
1665,16276,resnet34,10
1666,16292,mobilenet_v3,10
1667,16313,resnet50,7
1668,16323,resnet50,10
1669,16328,resnet34,7
1670,16328,resnet18,1
1671,16343,alexnet,1
1672,16344,resnet34,10
1673,16364,resnet18,10
1674,16372,resnet18,2
1675,16375,resnet50,2
1676,16378,resnet50,1
1677,16379,resnet50,1
1678,16381,vgg16,6
1679,16387,resnet18,7
1680,16393,vgg16,1
1681,16400,mobilenet_v3,10
1682,16403,mobilenet_v3,2
1683,16417,resnet50,3
1684,16434,vgg16,8
1685,16435,resnet34,1
1686,16451,resnet50,6
1687,16460,resnet50,2
1688,16463,alexnet,8
1689,16464,mobilenet_v3,5
1690,16472,resnet18,6
1691,16473,resnet18,9
1692,16482,resnet34,3
1693,16491,resnet34,7
1694,16495,resnet18,8
1695,16513,resnet18,5
1696,16528,resnet34,4
1697,16540,resnet18,2
1698,16561,resnet50,8
1699,16561,alexnet,8
1700,16569,mobilenet_v3,8
1701,16572,resnet18,5
1702,16584,resnet18,1
1703,16590,resnet50,6
1704,16591,resnet50,6
1705,16598,resnet34,10
1706,16610,resnet50,1
1707,16613,resnet50,1
1708,16615,resnet18,2
1709,16652,resnet34,5
1710,16669,mobilenet_v3,2
1711,16670,resnet18,1
1712,16673,resnet50,4
1713,16685,resnet18,8
1714,16700,mobilenet_v3,5
1715,16704,alexnet,7
1716,16706,resnet50,6
1717,16724,alexnet,8
1718,16725,resnet50,7
1719,16727,resnet34,1
1720,16733,mobilenet_v3,1
1721,16737,resnet34,3
1722,16742,vgg16,4
1723,16751,mobilenet_v3,6
1724,16765,mobilenet_v3,6
1725,16770,resnet18,2
1726,16783,mobilenet_v3,8
1727,16797,resnet34,4
1728,16798,resnet34,10
1729,16799,vgg16,8
1730,16801,resnet34,4
1731,16809,resnet18,4
1732,16818,resnet18,6
1733,16834,resnet34,6
1734,16841,vgg16,2
1735,16849,resnet34,3
1736,16859,resnet34,8
1737,16862,resnet18,6
1738,16877,mobilenet_v3,5
1739,16883,resnet50,3
1740,16898,resnet50,7
1741,16929,resnet34,2
1742,16943,mobilenet_v3,3
1743,16949,mobilenet_v3,4
1744,16970,mobilenet_v3,8
1745,16990,resnet18,5
1746,16995,vgg16,5
1747,17006,resnet34,5
1748,17007,mobilenet_v3,10
1749,17012,mobilenet_v3,10
1750,17014,mobilenet_v3,8
1751,17028,resnet50,8
1752,17037,resnet34,4
1753,17040,vgg16,2
1754,17051,resnet18,9
1755,17079,resnet34,2
1756,17110,resnet50,9
1757,17111,mobilenet_v3,5
1758,17112,mobilenet_v3,6
1759,17129,alexnet,3
1760,17131,resnet18,6
1761,17133,resnet34,10
1762,17136,vgg16,8
1763,17152,resnet50,4
1764,17153,resnet18,6
1765,17163,resnet50,4
1766,17175,mobilenet_v3,7
1767,17191,vgg16,9
1768,17239,resnet50,8
1769,17243,resnet18,3
1770,17248,vgg16,4
1771,17251,resnet18,6
1772,17253,vgg16,3
1773,17257,resnet18,9
1774,17276,mobilenet_v3,3
1775,17292,resnet18,1
1776,17292,resnet50,6
1777,17298,mobilenet_v3,5
1778,17303,alexnet,4
1779,17312,resnet34,7
1780,17331,resnet50,4
1781,17337,mobilenet_v3,7
1782,17337,vgg16,2
1783,17353,resnet18,9
1784,17366,resnet50,7
1785,17370,resnet34,4
1786,17393,alexnet,2
1787,17399,alexnet,8
1788,17417,resnet18,7
1789,17418,alexnet,9
1790,17441,alexnet,8
1791,17444,vgg16,2
1792,17455,resnet34,1
1793,17472,alexnet,3
1794,17505,resnet34,9
1795,17508,mobilenet_v3,3
1796,17512,resnet50,3
1797,17542,alexnet,5
1798,17546,resnet18,2
1799,17555,resnet34,10
1800,17557,mobilenet_v3,8
1801,17559,mobilenet_v3,2
1802,17590,alexnet,7
1803,17592,resnet34,7
1804,17602,mobilenet_v3,4
1805,17610,alexnet,4
1806,17619,resnet50,2
1807,17673,resnet18,6
1808,17676,resnet50,1
1809,17686,alexnet,1
1810,17693,resnet34,3
1811,17698,alexnet,10
1812,17708,alexnet,10
1813,17709,resnet34,5
1814,17724,resnet50,3
1815,17724,resnet34,3
1816,17735,mobilenet_v3,6
1817,17745,alexnet,1
1818,17775,mobilenet_v3,2
1819,17782,resnet50,4
1820,17798,resnet18,1
1821,17800,resnet34,1
1822,17809,mobilenet_v3,10
1823,17818,vgg16,6
1824,17823,mobilenet_v3,5
1825,17829,resnet50,10
1826,17837,alexnet,2
1827,17838,alexnet,6
1828,17872,resnet34,9
1829,17878,mobilenet_v3,3
1830,17897,resnet50,10
1831,17928,resnet34,2
1832,17933,resnet34,4
1833,17936,resnet50,5
1834,17943,resnet50,10
1835,17952,resnet50,9
1836,17954,resnet34,8
1837,17970,resnet18,9
1838,17994,resnet18,9
1839,18007,resnet34,3
1840,18017,resnet18,10
1841,18019,vgg16,10
1842,18024,resnet34,4
1843,18028,alexnet,8
1844,18044,vgg16,8
1845,18056,resnet50,8
1846,18064,resnet34,6
1847,18068,mobilenet_v3,1
1848,18068,vgg16,2
1849,18073,resnet34,8
1850,18073,resnet18,1
1851,18092,mobilenet_v3,6
1852,18095,resnet18,4
1853,18099,resnet50,3
1854,18100,alexnet,8
1855,18107,resnet18,4
1856,18133,resnet50,8
1857,18136,resnet18,10
1858,18136,resnet50,3
1859,18141,alexnet,2
1860,18155,mobilenet_v3,7
1861,18170,resnet18,10
1862,18178,vgg16,7
1863,18178,mobilenet_v3,8
1864,18191,resnet34,8
1865,18226,resnet34,2
1866,18242,mobilenet_v3,8
1867,18245,resnet34,1
1868,18245,resnet50,4
1869,18256,mobilenet_v3,9
1870,18263,resnet18,7
1871,18263,resnet34,9
1872,18267,resnet18,7
1873,18272,mobilenet_v3,9
1874,18280,resnet50,2
1875,18288,resnet18,9
1876,18324,resnet34,3
1877,18325,resnet18,9
1878,18338,resnet18,9
1879,18354,resnet50,1
1880,18355,resnet34,10
1881,18372,alexnet,10
1882,18375,mobilenet_v3,9
1883,18379,resnet50,3
1884,18385,mobilenet_v3,8
1885,18391,vgg16,7
1886,18411,mobilenet_v3,4
1887,18417,mobilenet_v3,6
1888,18421,resnet18,1
1889,18435,resnet34,5
1890,18437,resnet18,1
1891,18442,resnet18,10
1892,18443,vgg16,1
1893,18447,vgg16,5
1894,18451,mobilenet_v3,7
1895,18463,vgg16,7
1896,18466,mobilenet_v3,3
1897,18475,resnet34,2
1898,18476,alexnet,3
1899,18484,resnet18,3
1900,18485,resnet34,4
1901,18502,mobilenet_v3,9
1902,18518,resnet18,7
1903,18535,resnet34,3
1904,18562,resnet34,8
1905,18582,resnet18,7
1906,18589,resnet50,6
1907,18607,resnet18,4
1908,18610,resnet18,7
1909,18630,resnet34,8
1910,18644,resnet34,6
1911,18652,resnet50,1
1912,18670,resnet34,6
1913,18683,vgg16,9
1914,18710,resnet34,9
1915,18717,resnet18,10
1916,18760,resnet18,4
1917,18778,mobilenet_v3,10
1918,18792,alexnet,5
1919,18793,mobilenet_v3,6
1920,18801,resnet34,6
1921,18809,resnet34,7
1922,18810,alexnet,7
1923,18811,resnet18,9
1924,18839,resnet18,1
1925,18842,mobilenet_v3,1
1926,18847,resnet34,4
1927,18849,resnet50,8
1928,18849,resnet50,6
1929,18868,resnet18,3
1930,18872,resnet34,9
1931,18887,mobilenet_v3,9
1932,18891,resnet18,2
1933,18905,resnet50,5
1934,18916,resnet18,6
1935,18938,vgg16,8
1936,18945,mobilenet_v3,9
1937,18962,mobilenet_v3,4
1938,18970,mobilenet_v3,10
1939,18980,resnet34,6
1940,19026,mobilenet_v3,8
1941,19049,resnet50,3
1942,19051,resnet50,9
1943,19053,resnet50,9
1944,19059,resnet18,5
1945,19088,vgg16,5
1946,19097,alexnet,2
1947,19103,resnet50,10
1948,19105,vgg16,8
1949,19148,resnet50,1
1950,19148,mobilenet_v3,7
1951,19154,resnet18,5
1952,19165,resnet50,1
1953,19175,resnet18,9
1954,19177,resnet34,5
1955,19194,resnet18,6
1956,19199,resnet18,4
1957,19220,resnet34,2
1958,19230,alexnet,7
1959,19233,alexnet,6
1960,19235,mobilenet_v3,2
1961,19250,resnet18,8
1962,19252,vgg16,5
1963,19259,resnet18,7
1964,19260,resnet50,10
1965,19263,resnet50,8
1966,19266,mobilenet_v3,6
1967,19270,resnet50,7
1968,19275,resnet50,10
1969,19292,alexnet,7
1970,19300,resnet50,10
1971,19303,mobilenet_v3,3
1972,19321,resnet50,8
1973,19330,alexnet,5
1974,19342,mobilenet_v3,6
1975,19344,mobilenet_v3,8
1976,19354,mobilenet_v3,8
1977,19372,resnet34,4
1978,19384,resnet34,7
1979,19387,resnet18,7
1980,19400,resnet34,5
1981,19409,alexnet,1
1982,19428,resnet50,8
1983,19439,resnet18,8
1984,19441,alexnet,5
1985,19447,mobilenet_v3,6
1986,19448,resnet50,3
1987,19483,resnet50,4
1988,19483,mobilenet_v3,1
1989,19498,resnet50,5
1990,19524,vgg16,6
1991,19525,resnet34,10
1992,19535,resnet50,4
1993,19563,resnet34,8
1994,19564,alexnet,2
1995,19566,mobilenet_v3,1
1996,19581,resnet50,7
1997,19594,mobilenet_v3,9
1998,19595,resnet34,3
1999,19618,resnet18,1
2000,19618,resnet50,7
2001,19624,resnet50,4
2002,19628,resnet50,9
2003,19639,resnet50,8
2004,19643,resnet18,3
2005,19648,vgg16,8
2006,19652,resnet50,1
2007,19666,resnet18,2
2008,19692,mobilenet_v3,6
2009,19696,mobilenet_v3,8
2010,19699,mobilenet_v3,1
2011,19716,resnet50,5
2012,19728,resnet50,5
2013,19734,resnet18,9
2014,19739,resnet34,6
2015,19763,alexnet,8
2016,19764,resnet18,1
2017,19773,resnet50,9
2018,19775,resnet18,2
2019,19775,resnet18,1
2020,19780,vgg16,8
2021,19788,resnet50,1
2022,19819,resnet34,7
2023,19821,resnet34,1
2024,19824,vgg16,4
2025,19827,alexnet,2
2026,19830,resnet50,8
2027,19833,resnet18,10
2028,19834,alexnet,10
2029,19834,resnet50,6
2030,19840,mobilenet_v3,4
2031,19845,resnet50,2
2032,19864,mobilenet_v3,1
2033,19874,resnet34,1
2034,19885,alexnet,9
2035,19896,mobilenet_v3,1
2036,19896,resnet34,5
2037,19905,vgg16,5
2038,19905,vgg16,8
2039,19908,resnet34,2
2040,19909,resnet34,5
2041,19938,resnet34,9
2042,19971,resnet50,1
2043,19985,alexnet,3
2044,19987,resnet50,8
2045,19999,resnet34,8
2046,20007,mobilenet_v3,8
2047,20011,resnet34,8
2048,20042,resnet50,8
2049,20073,resnet50,2
2050,20103,resnet18,8
2051,20127,mobilenet_v3,4
2052,20127,resnet18,9
2053,20127,resnet34,10
2054,20139,vgg16,9
2055,20162,resnet18,2
2056,20166,resnet34,5
2057,20171,resnet34,7
2058,20186,resnet34,7
2059,20187,mobilenet_v3,4
2060,20191,resnet18,5
2061,20209,alexnet,5
2062,20216,resnet50,9
2063,20223,mobilenet_v3,5
2064,20231,resnet50,9
2065,20237,mobilenet_v3,1
2066,20257,resnet18,5
2067,20271,resnet50,5
2068,20283,vgg16,6
2069,20305,resnet18,9
2070,20307,vgg16,4
2071,20332,mobilenet_v3,6
2072,20336,resnet34,4
2073,20345,mobilenet_v3,7
2074,20357,mobilenet_v3,7
2075,20359,resnet34,8
2076,20371,resnet50,6
2077,20372,resnet34,9
2078,20381,mobilenet_v3,1
2079,20391,resnet34,9
2080,20396,resnet34,4
2081,20398,alexnet,9
2082,20399,resnet18,5
2083,20413,resnet34,1
2084,20414,resnet50,1
2085,20428,resnet34,6
2086,20434,resnet18,2
2087,20434,resnet50,3
2088,20439,resnet34,1
2089,20440,resnet34,4
2090,20445,alexnet,9
2091,20447,alexnet,10
2092,20460,alexnet,7
2093,20467,mobilenet_v3,8
2094,20477,resnet50,8
2095,20481,mobilenet_v3,4
2096,20492,resnet18,8
2097,20516,alexnet,9
2098,20524,resnet50,3
2099,20531,resnet50,8
2100,20555,resnet34,10
2101,20558,resnet34,8
2102,20578,mobilenet_v3,6
2103,20586,resnet34,6
2104,20587,resnet50,7
